2L	448253	453024	ID=gene:FBgn0015924	1	1614	4771	0.3382939
2L	453107	454654	ID=gene:FBgn0031256	1	1237	1547	0.7996122
2L	455530	458745	ID=gene:FBgn0031257	1	3174	3215	0.9872473
2L	458875	472200	ID=gene:FBgn0031258	0	0	13325	0.0000000
2L	473012	476170	ID=gene:FBgn0027592	1	3031	3158	0.9597847
2L	476219	540560	ID=gene:FBgn0003963	2	5877	64341	0.0913414
2L	476445	479688	ID=gene:FBgn0043364	1	3243	3243	1.0000000
2L	540598	542580	ID=gene:FBgn0010602	1	1614	1982	0.8143290
2L	542785	544653	ID=gene:FBgn0031260	1	1868	1868	1.0000000
2L	544924	552923	ID=gene:FBgn0005660	1	4233	7999	0.5291911
2L	545128	547096	ID=gene:FBgn0031261	1	1968	1968	1.0000000
2L	553741	560310	ID=gene:FBgn0260933	1	1162	6569	0.1768915
2L	559611	560523	ID=gene:FBgn0031263	1	912	912	1.0000000
2L	560567	563819	ID=gene:FBgn0031264	1	3252	3252	1.0000000
2L	564162	566472	ID=gene:FBgn0031265	1	2310	2310	1.0000000
2L	566365	568121	ID=gene:FBgn0021874	1	1756	1756	1.0000000
2L	568339	572907	ID=gene:FBgn0031266	1	4568	4568	1.0000000
2L	573032	574264	ID=gene:FBgn0031267	1	1232	1232	1.0000000
2L	574290	575734	ID=gene:FBgn0031268	1	1444	1444	1.0000000
2L	575710	576896	ID=gene:FBgn0013323	1	1186	1186	1.0000000
2L	577485	579549	ID=gene:FBgn0023489	0	0	2064	0.0000000
2L	583539	594685	ID=gene:FBgn0010323	1	1223	11146	0.1097255
2L	602812	604430	ID=gene:FBgn0031270	1	1318	1618	0.8145859
2L	620297	621201	ID=gene:FBgn0040106	0	0	904	0.0000000
2L	624616	625556	ID=gene:FBgn0040107	0	0	940	0.0000000
2L	625651	628200	ID=gene:FBgn0031273	0	0	2549	0.0000000
2L	640012	714983	ID=gene:FBgn0284247	1	2983	74971	0.0397887
2L	728361	730564	ID=gene:FBgn0011244	0	0	2203	0.0000000
2L	737211	744395	ID=gene:FBgn0026438	0	0	7184	0.0000000
2L	749944	762399	ID=gene:FBgn0031275	0	0	12455	0.0000000
2L	773546	774017	ID=gene:FBgn0031276	0	0	471	0.0000000
2L	776535	776941	ID=gene:FBgn0040725	0	0	406	0.0000000
2L	779172	779655	ID=gene:FBgn0031277	0	0	483	0.0000000
2L	780481	782885	ID=gene:FBgn0041250	0	0	2404	0.0000000
2L	784335	788776	ID=gene:FBgn0031279	0	0	4441	0.0000000
2L	786152	790798	ID=gene:FBgn0000442	0	0	4646	0.0000000
2L	810576	811531	ID=gene:FBgn0051658	1	955	955	1.0000000
2L	811583	813380	ID=gene:FBgn0086130	1	1797	1797	1.0000000
2L	813313	815950	ID=gene:FBgn0031281	1	2637	2637	1.0000000
2L	815992	818096	ID=gene:FBgn0031282	1	2104	2104	1.0000000
2L	816993	817950	ID=gene:FBgn0031283	1	957	957	1.0000000
2L	818078	819508	ID=gene:FBgn0031284	1	1430	1430	1.0000000
2L	819963	821209	ID=gene:FBgn0015621	1	1246	1246	1.0000000
2L	821288	824337	ID=gene:FBgn0031285	1	3049	3049	1.0000000
2L	824328	825861	ID=gene:FBgn0031286	1	1533	1533	1.0000000
2L	825968	833241	ID=gene:FBgn0010583	1	1882	7273	0.2587653
2L	833583	851071	ID=gene:FBgn0020304	2	5426	17488	0.3102699
2L	851250	852730	ID=gene:FBgn0031287	1	1480	1480	1.0000000
2L	852767	854539	ID=gene:FBgn0020545	1	1772	1772	1.0000000
2L	855336	856639	ID=gene:FBgn0031288	0	0	1303	0.0000000
2L	860196	861806	ID=gene:FBgn0031289	0	0	1610	0.0000000
2L	861848	868354	ID=gene:FBgn0029095	1	2658	6506	0.4085460
2L	868672	869857	ID=gene:FBgn0020305	1	1185	1185	1.0000000
2L	870464	877038	ID=gene:FBgn0053526	1	3345	6574	0.5088226
2L	877171	885141	ID=gene:FBgn0031292	0	0	7970	0.0000000
2L	877301	878270	ID=gene:FBgn0002936	0	0	969	0.0000000
2L	898499	901316	ID=gene:FBgn0002563	0	0	2817	0.0000000
2L	914085	917805	ID=gene:FBgn0046113	0	0	3720	0.0000000
2L	922792	958098	ID=gene:FBgn0028481	0	0	35306	0.0000000
2L	1008377	1048053	ID=gene:FBgn0031294	0	0	39676	0.0000000
2L	1026104	1026897	ID=gene:FBgn0031295	0	0	793	0.0000000
2L	1037245	1038685	ID=gene:FBgn0031296	0	0	1440	0.0000000
2L	1049673	1077815	ID=gene:FBgn0003310	1	3012	28142	0.1070286
2L	1077947	1080803	ID=gene:FBgn0015905	1	2856	2856	1.0000000
2L	1080910	1085380	ID=gene:FBgn0031298	1	3277	4470	0.7331096
2L	1083090	1102504	ID=gene:FBgn0031299	1	1097	19414	0.0565056
2L	1103253	1108373	ID=gene:FBgn0261938	1	2590	5120	0.5058594
2L	1108539	1112694	ID=gene:FBgn0031301	1	287	4155	0.0690734
2L	1112940	1114138	ID=gene:FBgn0031302	0	0	1198	0.0000000
2L	1114653	1128953	ID=gene:FBgn0016926	2	5864	14300	0.4100699
2L	1129315	1132411	ID=gene:FBgn0031304	1	3096	3096	1.0000000
2L	1132331	1134098	ID=gene:FBgn0031305	1	130	1767	0.0735710
2L	1134692	1141156	ID=gene:FBgn0031306	0	0	6464	0.0000000
2L	1143200	1147395	ID=gene:FBgn0031307	2	3704	4195	0.8829559
2L	1147821	1149449	ID=gene:FBgn0283525	1	1628	1628	1.0000000
2L	1149444	1150677	ID=gene:FBgn0031309	1	1233	1233	1.0000000
2L	1150765	1151764	ID=gene:FBgn0031310	1	999	999	1.0000000
2L	1151677	1158262	ID=gene:FBgn0261458	1	6585	6585	1.0000000
2L	1158660	1160220	ID=gene:FBgn0031312	1	1560	1560	1.0000000
2L	1160289	1163886	ID=gene:FBgn0031313	1	3597	3597	1.0000000
2L	1164442	1166425	ID=gene:FBgn0031314	1	1983	1983	1.0000000
2L	1166505	1167211	ID=gene:FBgn0031315	1	706	706	1.0000000
2L	1167171	1170365	ID=gene:FBgn0024314	1	3194	3194	1.0000000
2L	1170180	1170789	ID=gene:FBgn0051922	1	609	609	1.0000000
2L	1170752	1172805	ID=gene:FBgn0031317	1	2053	2053	1.0000000
2L	1173008	1177589	ID=gene:FBgn0031318	1	4581	4581	1.0000000
2L	1177689	1182454	ID=gene:FBgn0031319	1	4765	4765	1.0000000
2L	1182296	1184020	ID=gene:FBgn0031320	1	1724	1724	1.0000000
2L	1184064	1185698	ID=gene:FBgn0031321	1	1634	1634	1.0000000
2L	1185756	1196807	ID=gene:FBgn0031322	1	1949	11051	0.1763641
2L	1198464	1199266	ID=gene:FBgn0031323	0	0	802	0.0000000
2L	1199411	1199924	ID=gene:FBgn0263080	0	0	513	0.0000000
2L	1200204	1200663	ID=gene:FBgn0263081	0	0	459	0.0000000
2L	1200670	1201220	ID=gene:FBgn0040723	0	0	550	0.0000000
2L	1204214	1205250	ID=gene:FBgn0031324	0	0	1036	0.0000000
2L	1219292	1229802	ID=gene:FBgn0259229	0	0	10510	0.0000000
2L	1240035	1243018	ID=gene:FBgn0031327	1	1344	2983	0.4505531
2L	1256416	1296596	ID=gene:FBgn0041097	0	0	40180	0.0000000
2L	1329160	1329993	ID=gene:FBgn0011294	0	0	833	0.0000000
2L	1334127	1335514	ID=gene:FBgn0031331	0	0	1387	0.0000000
2L	1341364	1342095	ID=gene:FBgn0053923	0	0	731	0.0000000
2L	1343442	1344171	ID=gene:FBgn0053922	0	0	729	0.0000000
2L	1344399	1345135	ID=gene:FBgn0026141	0	0	736	0.0000000
2L	1351727	1352868	ID=gene:FBgn0031332	0	0	1141	0.0000000
2L	1352969	1354109	ID=gene:FBgn0031333	0	0	1140	0.0000000
2L	1354100	1354919	ID=gene:FBgn0051924	0	0	819	0.0000000
2L	1354910	1355924	ID=gene:FBgn0031335	0	0	1014	0.0000000
2L	1358924	1359790	ID=gene:FBgn0051659	0	0	866	0.0000000
2L	1359836	1361821	ID=gene:FBgn0053126	0	0	1985	0.0000000
2L	1367995	1369050	ID=gene:FBgn0031337	0	0	1055	0.0000000
2L	1380085	1420453	ID=gene:FBgn0002543	1	2269	40368	0.0562079
2L	1428473	1429159	ID=gene:FBgn0263320	0	0	686	0.0000000
2L	1442626	1443832	ID=gene:FBgn0263321	0	0	1206	0.0000000
2L	1492294	1493859	ID=gene:FBgn0051928	0	0	1565	0.0000000
2L	1494069	1495456	ID=gene:FBgn0053128	0	0	1387	0.0000000
2L	1495459	1497071	ID=gene:FBgn0051926	0	0	1612	0.0000000
2L	1497242	1498583	ID=gene:FBgn0051661	0	0	1341	0.0000000
2L	1498454	1500608	ID=gene:FBgn0031343	0	0	2154	0.0000000
2L	1500783	1502904	ID=gene:FBgn0031344	1	2121	2121	1.0000000
2L	1516794	1517478	ID=gene:FBgn0031345	0	0	684	0.0000000
2L	1517532	1518148	ID=gene:FBgn0001174	0	0	616	0.0000000
2L	1520490	1522156	ID=gene:FBgn0026398	0	0	1666	0.0000000
2L	1522696	1524257	ID=gene:FBgn0026397	0	0	1561	0.0000000
2L	1555128	1609389	ID=gene:FBgn0261509	1	2326	54261	0.0428669
2L	1584865	1587155	ID=gene:FBgn0031347	0	0	2290	0.0000000
2L	1594821	1611157	ID=gene:FBgn0051935	1	4094	16336	0.2506121
2L	1611409	1612576	ID=gene:FBgn0031351	1	1167	1167	1.0000000
2L	1612428	1614160	ID=gene:FBgn0021906	1	1732	1732	1.0000000
2L	1651257	1704682	ID=gene:FBgn0086758	2	1603	53425	0.0300047
2L	1704901	1706962	ID=gene:FBgn0011570	1	2061	2061	1.0000000
2L	1707131	1710421	ID=gene:FBgn0031356	1	3290	3290	1.0000000
2L	1710461	1711465	ID=gene:FBgn0031357	1	1004	1004	1.0000000
2L	1711301	1715851	ID=gene:FBgn0086698	1	4550	4550	1.0000000
2L	1716243	1724388	ID=gene:FBgn0031359	2	2418	8145	0.2968692
2L	1724767	1729636	ID=gene:FBgn0000579	2	4725	4869	0.9704251
2L	1728731	1729762	ID=gene:FBgn0260648	1	1031	1031	1.0000000
2L	1729886	1731070	ID=gene:FBgn0031360	1	1184	1184	1.0000000
2L	1731032	1732356	ID=gene:FBgn0031361	1	1324	1324	1.0000000
2L	1732523	1750612	ID=gene:FBgn0264494	3	2796	18089	0.1545691
2L	1750686	1752122	ID=gene:FBgn0027597	1	1436	1436	1.0000000
2L	1752307	1752848	ID=gene:FBgn0031364	1	297	541	0.5489833
2L	1755252	1756451	ID=gene:FBgn0041249	0	0	1199	0.0000000
2L	1758285	1759093	ID=gene:FBgn0031365	0	0	808	0.0000000
2L	1784061	1785286	ID=gene:FBgn0045497	0	0	1225	0.0000000
2L	1789140	1790361	ID=gene:FBgn0045498	0	0	1221	0.0000000
2L	1790616	1791823	ID=gene:FBgn0265138	0	0	1207	0.0000000
2L	1792056	1793268	ID=gene:FBgn0045500	0	0	1212	0.0000000
2L	1793667	1794917	ID=gene:FBgn0045501	0	0	1250	0.0000000
2L	1821255	1823331	ID=gene:FBgn0051933	0	0	2076	0.0000000
2L	1824171	1826500	ID=gene:FBgn0051664	0	0	2329	0.0000000
2L	1831626	1832565	ID=gene:FBgn0031367	0	0	939	0.0000000
2L	1836537	1858550	ID=gene:FBgn0051665	0	0	22013	0.0000000
2L	1858608	1881480	ID=gene:FBgn0051663	0	0	22872	0.0000000
2L	1869802	1871032	ID=gene:FBgn0031372	0	0	1230	0.0000000
2L	1882007	1883214	ID=gene:FBgn0031373	0	0	1207	0.0000000
2L	1884621	1944289	ID=gene:FBgn0031374	1	1847	59668	0.0309546
2L	1945149	1945709	ID=gene:FBgn0040719	0	0	560	0.0000000
2L	1945814	1946728	ID=gene:FBgn0053673	0	0	914	0.0000000
2L	1950238	1970362	ID=gene:FBgn0031375	0	0	20124	0.0000000
2L	1973956	1975413	ID=gene:FBgn0267972	1	1457	1457	1.0000000
2L	1975462	1980755	ID=gene:FBgn0031377	1	5293	5293	1.0000000
2L	1981175	1982099	ID=gene:FBgn0031378	1	924	924	1.0000000
2L	1982216	1984514	ID=gene:FBgn0031379	1	2298	2298	1.0000000
2L	1984511	1987758	ID=gene:FBgn0001125	1	3247	3247	1.0000000
2L	1988289	1988940	ID=gene:FBgn0031381	1	651	651	1.0000000
2L	1991380	1992160	ID=gene:FBgn0043539	0	0	780	0.0000000
2L	1997101	2006313	ID=gene:FBgn0053543	0	0	9212	0.0000000
2L	2006762	2007193	ID=gene:FBgn0040718	0	0	431	0.0000000
2L	2008413	2009072	ID=gene:FBgn0040717	0	0	659	0.0000000
2L	2009858	2030788	ID=gene:FBgn0031384	1	944	20930	0.0451027
2L	2032518	2036041	ID=gene:FBgn0259192	0	0	3523	0.0000000
2L	2036408	2037265	ID=gene:FBgn0259230	0	0	857	0.0000000
2L	2037713	2044372	ID=gene:FBgn0003557	1	4299	6659	0.6455925
2L	2045493	2048054	ID=gene:FBgn0028952	1	1467	2561	0.5728231
2L	2054588	2057967	ID=gene:FBgn0026396	0	0	3379	0.0000000
2L	2058789	2109878	ID=gene:FBgn0053516	0	0	51089	0.0000000
2L	2079918	2081286	ID=gene:FBgn0031388	0	0	1368	0.0000000
2L	2127308	2129237	ID=gene:FBgn0031389	0	0	1929	0.0000000
2L	2130812	2137296	ID=gene:FBgn0004507	1	1029	6484	0.1586983
2L	2137349	2145187	ID=gene:FBgn0031390	1	4855	7838	0.6194182
2L	2145296	2147275	ID=gene:FBgn0031391	1	1979	1979	1.0000000
2L	2147517	2151664	ID=gene:FBgn0027509	1	4147	4147	1.0000000
2L	2151753	2155389	ID=gene:FBgn0031392	1	3537	3636	0.9727723
2L	2155752	2156790	ID=gene:FBgn0031393	0	0	1038	0.0000000
2L	2156483	2178754	ID=gene:FBgn0000097	2	7330	22271	0.3291276
2L	2189913	2192386	ID=gene:FBgn0031395	1	2473	2473	1.0000000
2L	2192524	2197912	ID=gene:FBgn0085201	1	275	5388	0.0510393
2L	2203720	2206166	ID=gene:FBgn0051668	0	0	2446	0.0000000
2L	2206524	2209102	ID=gene:FBgn0053124	0	0	2578	0.0000000
2L	2209573	2212571	ID=gene:FBgn0031397	1	2454	2998	0.8185457
2L	2212737	2214211	ID=gene:FBgn0010288	1	1474	1474	1.0000000
2L	2214265	2215167	ID=gene:FBgn0085203	1	902	902	1.0000000
2L	2214971	2216311	ID=gene:FBgn0031398	1	1340	1340	1.0000000
2L	2216502	2217246	ID=gene:FBgn0259717	1	744	744	1.0000000
2L	2216502	2217246	ID=gene:FBgn0040715	1	744	744	1.0000000
2L	2217289	2220625	ID=gene:FBgn0031399	1	3336	3336	1.0000000
2L	2220747	2225544	ID=gene:FBgn0031401	2	4313	4797	0.8991036
2L	2225544	2226294	ID=gene:FBgn0031403	1	750	750	1.0000000
2L	2226341	2231099	ID=gene:FBgn0267378	1	2568	4758	0.5397226
2L	2231105	2236844	ID=gene:FBgn0262126	1	4854	5739	0.8457919
2L	2237075	2238251	ID=gene:FBgn0051679	1	223	1176	0.1896258
2L	2238303	2239384	ID=gene:FBgn0052463	0	0	1081	0.0000000
2L	2239413	2240593	ID=gene:FBgn0051682	0	0	1180	0.0000000
2L	2242377	2245274	ID=gene:FBgn0264979	0	0	2897	0.0000000
2L	2250430	2251275	ID=gene:FBgn0011832	0	0	845	0.0000000
2L	2251509	2252341	ID=gene:FBgn0042186	0	0	832	0.0000000
2L	2253044	2253852	ID=gene:FBgn0042187	0	0	808	0.0000000
2L	2254175	2255050	ID=gene:FBgn0031406	0	0	875	0.0000000
2L	2263441	2264241	ID=gene:FBgn0031407	0	0	800	0.0000000
2L	2264230	2265321	ID=gene:FBgn0054049	0	0	1091	0.0000000
2L	2268105	2269140	ID=gene:FBgn0250841	0	0	1035	0.0000000
2L	2285162	2285926	ID=gene:FBgn0031409	0	0	764	0.0000000
2L	2285924	2286873	ID=gene:FBgn0051681	0	0	949	0.0000000
2L	2287024	2287907	ID=gene:FBgn0261523	0	0	883	0.0000000
2L	2288502	2289416	ID=gene:FBgn0031410	0	0	914	0.0000000
2L	2290223	2290738	ID=gene:FBgn0028570	0	0	515	0.0000000
2L	2300102	2300888	ID=gene:FBgn0051949	0	0	786	0.0000000
2L	2307947	2308872	ID=gene:FBgn0031412	0	0	925	0.0000000
2L	2308760	2357356	ID=gene:FBgn0031413	1	1590	48596	0.0327187
2L	2311679	2358944	ID=gene:FBgn0031414	1	1907	47265	0.0403470
2L	2359141	2365273	ID=gene:FBgn0014010	1	4638	6132	0.7563601
2L	2365344	2370137	ID=gene:FBgn0261647	1	3761	4793	0.7846860
2L	2370151	2371524	ID=gene:FBgn0031417	0	0	1373	0.0000000
2L	2372454	2374627	ID=gene:FBgn0031418	1	2173	2173	1.0000000
2L	2374712	2375697	ID=gene:FBgn0031419	1	985	985	1.0000000
2L	2375840	2380506	ID=gene:FBgn0031420	1	4666	4666	1.0000000
2L	2381096	2383073	ID=gene:FBgn0264672	1	1977	1977	1.0000000
2L	2383201	2384747	ID=gene:FBgn0031422	1	1546	1546	1.0000000
2L	2384760	2385792	ID=gene:FBgn0031423	1	532	1032	0.5155039
2L	2389577	2390689	ID=gene:FBgn0264081	0	0	1112	0.0000000
2L	2391659	2392105	ID=gene:FBgn0287218	0	0	446	0.0000000
2L	2400294	2410662	ID=gene:FBgn0031424	0	0	10368	0.0000000
2L	2410623	2415322	ID=gene:FBgn0031426	0	0	4699	0.0000000
2L	2415358	2416720	ID=gene:FBgn0051948	0	0	1362	0.0000000
2L	2416791	2417965	ID=gene:FBgn0085477	0	0	1174	0.0000000
2L	2418421	2420013	ID=gene:FBgn0085476	0	0	1592	0.0000000
2L	2420829	2424647	ID=gene:FBgn0031428	1	2085	3818	0.5460975
2L	2424796	2425041	ID=gene:FBgn0264988	0	0	245	0.0000000
2L	2428371	2459823	ID=gene:FBgn0000490	1	1746	31452	0.0555132
2L	2488196	2492671	ID=gene:FBgn0264978	1	3244	4475	0.7249162
2L	2492954	2498846	ID=gene:FBgn0011818	1	1468	5892	0.2491514
2L	2517101	2518037	ID=gene:FBgn0031430	0	0	936	0.0000000
2L	2551144	2552825	ID=gene:FBgn0031431	0	0	1681	0.0000000
2L	2562482	2564830	ID=gene:FBgn0031432	1	1376	2348	0.5860307
2L	2564885	2573037	ID=gene:FBgn0041337	2	1254	8152	0.1538273
2L	2573435	2575052	ID=gene:FBgn0085343	1	1617	1617	1.0000000
2L	2573435	2575052	ID=gene:FBgn0026778	1	1617	1617	1.0000000
2L	2575279	2576997	ID=gene:FBgn0031434	1	1718	1718	1.0000000
2L	2577686	2579179	ID=gene:FBgn0031435	1	1493	1493	1.0000000
2L	2579200	2580172	ID=gene:FBgn0031436	1	972	972	1.0000000
2L	2580291	2581423	ID=gene:FBgn0031437	1	1132	1132	1.0000000
2L	2581280	2585430	ID=gene:FBgn0026479	1	4150	4150	1.0000000
2L	2591868	2592773	ID=gene:FBgn0250835	0	0	905	0.0000000
2L	2609993	2611283	ID=gene:FBgn0031440	0	0	1290	0.0000000
2L	2620186	2620782	ID=gene:FBgn0263322	0	0	596	0.0000000
2L	2646576	2647720	ID=gene:FBgn0031441	0	0	1144	0.0000000
2L	2647885	2648361	ID=gene:FBgn0264433	0	0	476	0.0000000
2L	2648359	2652414	ID=gene:FBgn0053125	0	0	4055	0.0000000
2L	2653045	2653926	ID=gene:FBgn0031442	0	0	881	0.0000000
2L	2654048	2655462	ID=gene:FBgn0026395	0	0	1414	0.0000000
2L	2655393	2657102	ID=gene:FBgn0031443	0	0	1709	0.0000000
2L	2665061	2666265	ID=gene:FBgn0031444	0	0	1204	0.0000000
2L	2669822	2672186	ID=gene:FBgn0041248	0	0	2364	0.0000000
2L	2677733	2719431	ID=gene:FBgn0051690	0	0	41698	0.0000000
2L	2695329	2696437	ID=gene:FBgn0031446	0	0	1108	0.0000000
2L	2725673	2739830	ID=gene:FBgn0031449	1	55	14157	0.0038850
2L	2739985	2743377	ID=gene:FBgn0031450	1	3392	3392	1.0000000
2L	2743374	2744934	ID=gene:FBgn0031451	1	1560	1560	1.0000000
2L	2745097	2746944	ID=gene:FBgn0031452	1	1847	1847	1.0000000
2L	2746879	2753068	ID=gene:FBgn0250906	1	6189	6189	1.0000000
2L	2752444	2757975	ID=gene:FBgn0031453	2	4814	5531	0.8703671
2L	2758426	2759677	ID=gene:FBgn0031454	1	1251	1251	1.0000000
2L	2758426	2759677	ID=gene:FBgn0031455	1	1251	1251	1.0000000
2L	2759923	2763889	ID=gene:FBgn0031456	1	3966	3966	1.0000000
2L	2763415	2765665	ID=gene:FBgn0031457	1	2250	2250	1.0000000
2L	2766232	2767281	ID=gene:FBgn0031458	1	1049	1049	1.0000000
2L	2767285	2767845	ID=gene:FBgn0026324	1	560	560	1.0000000
2L	2767889	2768612	ID=gene:FBgn0028398	1	723	723	1.0000000
2L	2768589	2770069	ID=gene:FBgn0019830	1	1480	1480	1.0000000
2L	2770134	2770904	ID=gene:FBgn0031459	1	770	770	1.0000000
2L	2770883	2771776	ID=gene:FBgn0031460	1	893	893	1.0000000
2L	2772326	2799979	ID=gene:FBgn0004242	1	29	27653	0.0010487
2L	2805260	2812376	ID=gene:FBgn0031461	1	1851	7116	0.2601180
2L	2812436	2814429	ID=gene:FBgn0031462	0	0	1993	0.0000000
2L	2814335	2815760	ID=gene:FBgn0031463	0	0	1425	0.0000000
2L	2815969	2830248	ID=gene:FBgn0283531	1	1960	14279	0.1372645
2L	2823545	2825506	ID=gene:FBgn0031465	0	0	1961	0.0000000
2L	2834886	2837833	ID=gene:FBgn0031466	0	0	2947	0.0000000
2L	2838410	2839547	ID=gene:FBgn0031467	0	0	1137	0.0000000
2L	2840123	2842638	ID=gene:FBgn0031468	0	0	2515	0.0000000
2L	2842588	2844513	ID=gene:FBgn0031469	0	0	1925	0.0000000
2L	2844600	2845734	ID=gene:FBgn0031470	0	0	1134	0.0000000
2L	2845925	2847212	ID=gene:FBgn0031471	0	0	1287	0.0000000
2L	2847631	2848997	ID=gene:FBgn0031472	0	0	1366	0.0000000
2L	2848988	2855778	ID=gene:FBgn0031473	0	0	6790	0.0000000
2L	2856069	2857029	ID=gene:FBgn0015521	1	960	960	1.0000000
2L	2857163	2868548	ID=gene:FBgn0031474	1	1475	11385	0.1295564
2L	2868626	2874489	ID=gene:FBgn0051694	1	2159	5863	0.3682415
2L	2869651	2870649	ID=gene:FBgn0031476	0	0	998	0.0000000
2L	2874889	2877168	ID=gene:FBgn0031478	1	2279	2279	1.0000000
2L	2877090	2878232	ID=gene:FBgn0031479	1	1142	1142	1.0000000
2L	2878343	2879001	ID=gene:FBgn0051950	1	658	658	1.0000000
2L	2879111	2880708	ID=gene:FBgn0028970	1	1597	1597	1.0000000
2L	2880703	2885850	ID=gene:FBgn0024947	2	5031	5147	0.9774626
2L	2885928	2954406	ID=gene:FBgn0041111	2	2834	68478	0.0413856
2L	2954761	2968434	ID=gene:FBgn0010263	1	319	13673	0.0233307
2L	2968292	2969638	ID=gene:FBgn0024920	1	1346	1346	1.0000000
2L	2969772	2972508	ID=gene:FBgn0004584	1	2736	2736	1.0000000
2L	2972890	2974858	ID=gene:FBgn0260639	1	1968	1968	1.0000000
